 October 2019,5,Joe Haden,"Fantastic place, we enjoyed staying in the Sultans Suite. A beautiful room and the ceiling was spectacular, all hand painted and detail on top of detail. The building was recently remodeled for 8 years from multiple shops into a beautiful hotel. Everything was gorgeous, great lobby and restaurant area on the first floor. An elevator took us up to the roof top restaurant and lounging area with great views of the port and street in the Médina. The staff arranged a free guide but we got busy, lost in our own exploring and missed our arranged time. This hotel is easy to find and in the center of the Médina. The room was wonderful and had everything we needed. In the morning we were greeted by the staff and enjoyed a free breakfast before we left in a tour of Chefchaouen. I would…",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 September 2019,5,Wonderful,"I loved every minute in this hotel, felt great, warmly welcome, the breakfast was excellent and the place beautiful. The rooms were tastefully decorated and the staff is 5 stars. The location can’t beat it, it’s perfect ! I highly enjoyed our stay, staff goes above and beyond for their guests. Excellent!",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 August 2019,5,Excellent location but the staff make it.,"This is a cracking hotel. We booked the Eugène Delacroix suite which is beautiful. Very comfortable bed, lovely decor and a good sized bathroom. It overlooks the medina so they have double glazed it to help with the hustle and bustle. If you’re a very light sleeper, ask for a different room would be my advice. The roof terrace is gorgeous with amazing views. What makes this five star in my mind are the staff who are, without exception, superb. Friendly, helpful, engaging and filled with hospitality. My sincere thanks to them for a beautiful stay.",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 August 2019,5,Ibrahim,"At the beginning I would like to say a big thanks to Nadia for all what she done for us and for the fantastic hospitality from the first day to the last day in the hotel, thank you Nadia from all of us. The hotel is the heart of the old city in the best and in very save Street which there a lots of shops and is 10 mint walk from the port and beach. Breakfast was fantastic a lot of choose, the service staff was very nice and big thanks for Samer. A big thanks for Amina and Anas from the reception they were so helpful and they arranged for us a transfer to the station for free. I would like to thanks the professional Ilias for the good Hamam , very clean hamam is nice to tray. The room was a little small but very nice and clean. In sha Allah sure we are coming back next time…",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 August 2019,4,Loved it....,Fantastic location - right in the souk - so you'd think it would be really loud - but it wasn't. Breakfast was varied and tasty. Staff was very nice. We actually had a family room/suite....two bedrooms off of the entry way wtih a shared bathroom - plus a toilet. The one bad thing was that the door came off our shower (literally) And there was nothing they could do to fix it. But we were still able to shower without totally flooding the bathroom. Hotel was also walking distance to the ferry terminal. Would stay there again -notwithstanding the shower door issue :),Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 June 2019,5,Beautiful Riad and the most wonderful tour guide!,"We loved our stay. The staff made us feel very welcome. The family room was ample sized and the beds were comfortable. The food was delicious as well. We decided to eat there for most of our stay. Mr Majid, the tour guide was just fantastic and helped us get to know Morocco well. Definitely recommend this place to stay and the tour to Chefcauen with Mr Majid was incredible.",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 July 2019,4,Good for short stay,"Location of Palais Zahia was perfect for a stop over. Smack bang in the medina it was easy to walk to the market, the waterfront and popular restaurants. The riad is beautifully decorated however the rooms were a bit small and dark. Breakfast was lovely and there is a rooftop terrace to chill on sunbathe. The staff was friendly and courteous.",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 May 2019,5,Ç'est Magnifique!,"Our visit here lasted three days in May 2019. The location is on the Petit Socco and it was very convenient for us. One of the entry gates into the Medina is within walking distance from the Palais. We were received with mint tea, appreciated, and general information about the area and available tours. Included with our stay was a “free” guide that walked us through the Medina the day we arrived. He was very knowledgeable and engaging. Meanwhile, the service at the hotel was excellent. One of their employees, Yusuf, was eager to help us out or answer questions. For instance, I needed to go to a currency exchange and he accompanied me. Later, my wife needed to withdraw money from an ATM and he accompanied her. He was approachable and very professional. Another time, I…",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 May 2019,2,Try to find another Riad,"Palais Zahia tries hard but falls short. The hotel rooms do not have adequate lighting and are musty. The showers do not work properly. The maid service does not always happen, the air conditioning does not work properly, and the food is just adequate. The interior courtyard, however, is very attractive. The staff tries to help their guests, particularly Yosef, who is outstanding. His focus on helping guests enjoy their stay at the hotel and in Tangier is remarkable.",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 May 2019,5,Enjoyed it!,"We selected this place as a “splurge” - more expensive than other lodging in Tangier - and we loved it. Staff very attentive, good food, great location, beautiful interior. Local guide is affiliated with the hotel and immediately tries to get you to tour with him. He is good, but be aware that price is negotiable.",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 May 2019,5,Great customer service,"We had booked a room at this hotel for an overnight stay in tangier. Much to our disappointment, the port at Tarifa was closed the day we planned to travel, so we never made it. I wanted to review, though, based on all the correspondence with the hotel in answering all our questions about hiring a local guide and arranging a porter to pick us up at the port. The hotel was always timely and courteous in their correspondence. When I called to cancel the booking, they were understanding and hoped to see us on another visit. I would definitely book them again.",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 April 2019,5,Truly your home while in Tangier,"I couldn't have asked for a better welcome and overall stay while visiting the medina of Tangier. We were welcomed with heart and efficiency by every staff member ~ from Anis to Youseff, Amina, and the hotel's wonderful driver Abdullah and his kind co-pilots on both journeys to and from Fez. Everyone I mentioned made our happiness their goal and that is what they delivered! The wait staff for both dinner and breakfast were wonderfully attentive and warm. Every night there was a talented oud player who serenaded the dinner guests and anyone else lucky enough to be within earshot. The rooms are very clean and authentically decorated with exquisite Moroccan style tiles, ceramics, rugs, and textiles. We had very comfortable beds and a warm, robust shower. All of this said, one of…",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 April 2019,5,A true Palace in Tanger,"From our airport pick up to our complimentary drop off at the train station three days later there was nothing that was too much trouble for any of the staff at this beautiful hotel. A big thank you to all staff including Amina who helped organise our booking and day trip to Chefchaouen, Yousef who went above and beyond to ensure we had the best stay including giving us sight seeing tips when he saw us at a cafe on his way to work and Majid (along with Mohammed the driver) who is the tour guide extraordinaire. The attention to detail in the decor of this hotel is unbelievable with the tile work, the fountain, original furnishings and design elements including a roof top terrace - This hotel has to be seen to be believed. The only place to stay in Tanger in a great location in…",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 April 2019,5,Beautiful hotel with great service,"We stayed here for two nights. From the moment of arrival the hospitality was a five star experience. After making my reservation the hotel emailed me in advance to find out if we needed airport transfers, excursions or bookings for dinner or spa appointments. We took the high speed train from Rabat and I wasn't sure of the arrival time in advance, so I emailed them from the train and they were able to have a driver pick us up with only 1 hour notice. We were served mint tea upon checkin and then planned an excursion to Cap Spartel for the afternoon. The hotel provided both a driver and an English speaking guide (Majid) who were both fantastic, for a very reasonable price. At sunset we had tea on the roof deck prior to dinner, and the hotel provided a driver again to get to our…",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 April 2019,4,Beautiful property,"Enjoyed our one night stay here before catching the ferry back to Spain. Yusef, the bell captain, was a very enthusiastic greeter and overall fountain of knowledge. We were served mint tea as we were checked in. Yusef gave us a history if the hotel which started as a bank. It has been redone in a beautiful Moroccan motif. Our room was very nice, comfortable bed and attached bath. Dinner was included with our room and it was very good. The staff is all very professional. Two small complaints, our room was on the side facing an alley where some locals were chatting it up loudly until 4am. Schools were on holiday so I suspect this is why they were up so late. Perhaps request a room facing a different side. Second, while all soaped up during my shower in the morning the…",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 March 2019,5,"Great spot, great hotel","Stayed here with a friend for a few days while there to buy some tile and see Tangier. Excellent hotel, beautiful and comfortable. Would recommend for a family or a business trip. Great food, amenities. One of the staff, Yusef, made our trip a success with solid recommendations for food and tile. I was also traveling with a bum knee that needed ice every day, and Yusef’s help in making that happen in an ice-free setting was invaluable. If you’re looking to stay in the Médina, this is your spot.",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 March 2019,5,Wonderful Hotel!,"What a neat place to stay. The hotel and staff were very welcoming. The ambiance is exactly what we were looking for - old world feel meets modern luxury. We stayed in on of the suites. Plenty of space, windows opened, bed very comfortable, plenty of pillows, bathroom amenities and rain shower head, mini bar and water was included. You could hear some of the noise from the ally with the windows closed but it did not lessen our sleep. Breakfast was good and the staff opened a little early for us because we were leaving before it officially started. We walked the streets that evening. There was close food and a little convenience store right by. I wished we were there for more than 1 night.",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 January 2019,5,Luxurious stay in the Medina,"Book a stay here if you value great hospitality, service, comfortable night’s sleep, beautiful surroundings, great location, and an extensive breakfast buffet. From the welcome mint tea to the next morning’s breakfast buffet, everything about this one night stay was sumptuous and relaxing. The bed was very comfortable, and the room was ultra clean, quiet, and lovingly appointed. Every member of the staff went over and above to be helpful on our first night in Morocco. The riad is simply beautiful and beautifully restored while updated with conveniences including a lift, rooftop restaurant and terrace with a view. It’s location on the Petit Socco also allows for easy wandering and dining right near your lodging - if you choose not to dine in the riad’s excellent in house…",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 January 2019,5,Absolutely Brilliant,"The Palais Zahia is so beautiful. Every little detail has been thought about, from the glorious entrance, the amazing ceilings and beautifully carved wood work and plaster work throughout. It’s a feast for the eyes. The rooms are sumptuous and large with beautiful decor. We stayed in the Sultan Suite and it was both beautiful and magical. From the sumptuous linens, and furniture to the wonderful ceiling and large and roomy bathroom. Would we recommend staying here...... in a heart beat. So close to everything, all the sites to be seen and of course a short drive away to the Caves of Hercules, and the Cafe Hafa. Staff are wonderful, can’t do enough for you, the food is superb. The Palais organised our guide Mr Mijad, and he was exceptional, so much knowledge, great English,…",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 January 2019,5,Beautiful Hotel- Amazing service & cultural Exposure,Excellent time in a beautifully detailed Hotel with local/cultural exposure. We were treated as if we were the only guests. Amazing service from the entire staff- especially Youssef! Highly recommend.,Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 November 2018,5,Amazing gem in the Medina,"The service here was impeccable. They arranged taxis, tours and a hammam, which was so relaxing and an experience everyone should do. The rooms were comfortable and the shower had good hot water and water pressure. The breakfast was traditional and filling and the coffee was great. The place is beautiful, with carved wood, lamps and truly Moroccan. There was an elevator. It was a great last stop. I highly recommend it. It is right inside the Medina, near shops but easy to get to. They have a car to take you anywhere.",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 October 2018,5,A dream,"This was our first stop in Morocco and couldn't ask for a better experience. Youssaf made us feel comfortable and safe at the beautiful riadl and in the medina and the recommended tour guide, Majid, became our soul-friend. We only spent a few hours together but we learned so much about the city, saw a lot of places and were comfortable and free to ask questions and have genuine conversations, sharing and learning about the culture. The riad was beautiful but it was really about the people who make this place amazing. Will be back and would do it the same exact way.",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 October 2018,2,Too noisy,"Cons - hotel transfer did not pick us up from the port as organised prior and we were ignored when we told them of this. - room was VERY noisy from street noise, call to prayer, guitar player in downstairs restaurant who while was nice while having dinner, continued to play up until 11pm or so. They do not have thick or double glazed windows which is needed. - took a private tour of the city organised through the hotel. It started off great, but then we were ushered into a carpet shop towards the end where even though it was ‘no obligation’ to buy, our guide left us where we sat down and the rug shop owner proceeded to splay our rug after rug trying for us to view. In the end we had to stop him, say we were not interested at all in buying a rug. The tour then upruptly ended…",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 October 2018,4,Outstanding service and property but room for improvement,"We booked 2 suites for single use which were unusually small yet nicely decorated. So is the brandly new refurbished property which offers outstanding service. However, for the price we paid, one would have expected a licenced restaurant, or a restaurant where you could bring your own wine. Unfortunately, neither was possible due to the owner's idiosyncracies. We had to drink hiding inside our bedrooms -totally unacceptable. In the same way, access is difficult as the property is within the Medina and we had to walk up quite a bit before reaching the hotel. Those 2 elements somewhat spoilt our experience: we needed to eat outside the hotel instead of enjoying the great view from the terrace and decided to cancel our next stay planned a few days later. What a shame that the…",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 September 2018,5,VIP stay,I stayed here for one night at the recommendation of my guide. I am a female traveling alone. Every single staff person treated me so well and I felt 100% safe being there. Great food at the restaurant and great roof deck terrace with view of Tangier. FYI this hotel does not serve alcohol like most in the city center.,Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 June 2018,5,Best hotel in Tangier !,"When were planning our trip to Tangier, we looked into many hotels on this site. We decided on Palais Zahia because all the reviews on Trip Advisor were very positive. They were so right! On our request we were picked up at Tangier Airport by a very courteous driver arranged by the hotel. As soon as we arrived at the property, a very polite concierge greeted us and led us to the front desk to register. We were welcomed with almond cookies and mint tea, while the required information was being taken. Then we were given a tour of the property which is absolutely beautiful everywhere you look, from the lobby-eating area to the rooftop lounges, with the scent of orange blossom everywhere. We asked if we could have a tour of the Medina that afternoon and it was arranged. Our guide…",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 May 2018,5,Palais zahia,"Beautiful hotel and restaurant. Very welcoming and helpful staff. Located in old medina which is perfect location to go anywhere. Perfect and friendly people above all😍 We are sad to go home, but with a wish to come back!",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 May 2018,5,This place is really like a pallace!,"We were two couples searching for an booking, and boy did we find one! The moment we arrived, were warmly greated and when you walk into Palais Zahia, you cannot stop and marvel at the architecture, and the smell, oh my gosh, the smell was amazing! Everything about this place is special, the terrace on the top for the evening tea and conversations, the food there is so delicious and you can smell it every day, the wonderfull scent of Moroccan cuisine, but the staff. The staff is 11/10, they are amazing, from the reception, to the waiters, and the cleaning ladies, those ladies get 12/10 from us, they were am-az-ing. This was the cleanest, most well maintained room from anywhere we ever were! The location is perfect for exploring the old medina, and the taxis are near if you want…",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 April 2018,5,Best hotel and staff ever !!,"Quite simply there are not enough words to describe the amazing experience we had at this hotel . Everything about this place and the staff is 5 stars . The room the hospitality the restaurant the staff the very gracious owner and the spa .....everything is perfect . We will be staying here again very soon and we can’t wait . They made our Moroccon trip very special . We want to mention 2. very special people at the hotel , everyone was amazing but Youssef and Amina really went above and beyond for us . Yousseff showed us around the city , invited us to his lovely home to meet his family and introduced us to friends . The kind of experience you can’t get anywhere else and just added to how special the people are at this hotel . Can’t wait to return .",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 April 2018,5,A warm welcome on our first day in Morocco,"Tanger was our first stop on our Moroccan adventure. We took a taxi from the airport to this wonderful accommodation. The taxi couldn’t make it all the way to the door but as soon as we got out someone escorted us the rest of the way and didn’t even ask for anything in return. We were welcomed with mint tea- of course! It was delicious and an even more delicious meal followed. The food and service were perfection, we felt genuinely welcomed by all, and couldn’t wait to see our room. After lunch, we were taken to our room and shown all of the amenities. The room was so very nice and the bed was very comfortable. A perfect welcome to Morocco! After exploring the city we returned in the evening for one more tea as the live music was starting up. It was a fun Friday night at the…",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 April 2018,5,A hidden wonder in Old town!,The moment I walked through the doors of this hotel and restaurant I felt pampered and special until the minute I checked out the next day. The service was spectacular and the rooms were very elegant. I would never have pictured a place like this in the old town of Tangier. I can’t wait until the next time I visit the beautiful city and country of Morocco.,Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 April 2018,5,An exotic luxurious Oasis in Tangier,"If you are looking for luxurious accomodation with an authentic Moroccan feeling right in the heart of the old market this is for you. Mourad anticipated our needs and was ever a gracious host. We stayed only one night , which was not enough, we will be back! We ate dinner here as well and it was excellent. Don't miss out on their Moroccan breakfast.",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 April 2018,5,Fantastic stay in the Medina,"My family and I spent 3 nights in Palais Zahia and truly had one of the best travel experiences in Tanger thanks to the amazing accommodations and phenomenal staff at the hotel. This hotel (originally a bank from early 1900s) underwent a huge renovation and the final result is stunning. The terrace has breathtaking views of Tangier and I am sure it’s amazing in the Spring and Summer. From the moment we arrived to our departure, the staff at the hotel made us feel at home and went above and beyond to personalize our trip. Abdul did a terrific job driving us around town. Amina was very kind and ensured we had all of our trips booked with the best prices. Yakoht is one of the most friendly hotel managers and made sure we were being well taken care of during the whole stay. Youssef…",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 March 2018,5,What a beauty,"We enjoyed ourselves here! The children did not ant to leave. Excellent service, fpgreat staff, great location. Breakfast was included and we also had dinner here. A true gem in the city! We will be back.",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 February 2018,5,A fairy tale in the heart of the old town,"During a 1 day visit in Tanger we discovered this hotel and restaurant in the old city center. A wonderful experience, delightful food and and inspiring guidance and encounter with Samir who showed us the hotel, recommended the typical foods and showed us the splendid panorama from the roof. Unfortunately we did not have the opportunity to stay in the hotel, but certainly one day we will. A special thanks to Samir!",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 March 2018,5,Just Wonderful,"Nice experience when we found my friends an I this great ""palace"" in my home town. It's a quite place to visit for dinner or lunch or even just to take a green Moroccan tea. The rooms that we visited are so nice especially the Sultan Suit. Ask for the nice and wonderful Youssef who will give you all the details about this ancient Bank of State of Morocco in the early 1920's. I'll certainly go back to discover the place by night and also to take a drink on the roof under the white light of Tangier.",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 February 2018,5,A gem inside the Medina,"Beautiful Riad that stands out for their exquisite service, enchanting interior architecture, delicious Moroccan cuisine and convenient location close to the Port. Extraordinary hospitality offered by Mr. Chakor and all the staff. We will definitely come back again.",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 December 2017,5,unforgettable stay,"We had a unforgettable stay at palais zahia one night for the new year and our first night in Tangier , the staff were all kind and welcoming at any time. we will retourn soon to this special place and advise our friends to visit it.",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
 January 2018,5,Charming,"It is a wonderful place To stay in the architecture of the play is so traditionnel every inch of the Palace was done by handcraft can you imagine this!! I had the best holiday ever all persones are so sweet hospitable, lovely and always smiling they make you feel very Royal, The food ls so tasty so delicious with pure Moroccan flavors!! Seriously i'm in love with this place i would love To repeat this expérience once and twice and all my life. Sophia",Palais_Zahia-Tangier_Tanger_Tetouan_Al_Hoceima
