 January 2019,5,More than a B&B,"We only spent one night here and it was fantastic. This B&B offers booking a taxi to pick you up at the airport which is definetly worth. Beside charging exactly the same as airport taxis it punctually waits outside the airport, and walks you to the door which is not that easy to find on your own. The owner warmly received us in the traditional fashion with mint tea and some arabian cookies. Although simple our room was very clean and charming. Our only recommendation regarding the room would be placing a shower courtain to prevent water from splasing out while one showers. We had learned from other critics that breakfast was outstanding and could confirm it after finding an array of delicious local produce, a variety of delicious local bread and other treats ike olives,…"
 December 2018,4,A wonderful introduction to Moroccan hospitality,"My husband and I are Indians professionals working in Malaysia. This is our first trip to Africa and were very excited. The host was charming and accommodating. She had the most delicious sweets waiting for us along with the mint tea. Our room was on the first floor and was very charmingly decorated and clean. It was easy to settle in. However, what blew us away was the breakfast. She said that she had baked most of the various pieces of bread and cake and they were moist, delicious and it was really decadent and heartwarming and calorie filled, which my tastebuds did not mind at all! Unfortunately, we only had the night to stay there. A wonderful beginning to a memorable holiday, though later dented with some racism in other hotels."
 November 2018,1,Beware of this Property,"We had booked this property directly in July for a Dec trip, and received confirmation from the hotel thereafter. Only recently did we reconfirm again, only to be told they are sorry but they had a computer problem and our reservation was no longer valid. This Riad only has 5 rooms so that excuse was not believable. Benoit, said he was going to help find other accommodation, but all he found was rooms without a private bathroom or were far more expensive. ( as it is so close to our travel dates). He also mentioned that he had to do this for other clients as well, so it tells me that this establishment double books and then cancels only when you contact them for confirmation. Another part of this story is that we had booked with a company at first only to be contacted by…"
 November 2018,5,A small Moroccan paradise,"In general, staying at a Riad when visiting Morocco is a lifetime experience, especially for people who are from Europe. Staying at this particular Riad in Rabat though is something even more special. Everything was clean and beautiful. The owner, Fadwa, was welcoming and really made sure that you don’t feel just a tourist staying at a room but rather a friend staying at a real home. The place itself is simple yet amazingly decorated with the authentic Moroccan way. If it’s not summertime, we recommend that you stay at the terrace room which is really unique. We thank you for everything. Christina and Andreas"
 November 2018,5,Exceptional,"Everything about this accommodation was great from the date we booked till the end of our short journey. Explanation how to reach hotel came one minute after booking was made. When we arrived nice lady welcomed us with a tea and cookies explaining to us how to reach the main pionts, what to do, where to eat, etc. Rooms are very good, clean, nice decorated. Breakfast was the best during our whole trip in Morocco (it lasted for 14 days). We had a little problem with a bees during our breakfast on the terrace. Maybe that would be my only critic."
 September 2018,4,Visit to Riad Dar Soufa,"Staff was helpful, especially when arranging a taxi to the airport. Check in was seemless and the riad was easy to find. Location was good - within the medina but close enough to exit and explore the rest of Rabat. Having a room on the first floor was a bit noisy with other groups coming and going."
 August 2017,5,Magnificent place,"This beautiful riad is owned by a lovely young couple. They're extremely friendly, just as everyone that works there. It has a family feel. Conveniently located in the middle of the Rabat Medina, on a very safe area. Close to the markets / bazaar. Beautiful rooms, great breakfast. I strongly recommend it. French and English spoken."
 May 2018,5,Everything is perfect,"It's in the heart of the small medina, easy to be access from the Rabat Ville station, and also within ""walkable"" distance to attractions by the seaside. Room is clean and nice, the raid itself is very very relaxing with a nice terrace, where very rich and nice breakfast is served. One thing not to be missed: the host Hamzu is a super nice, helpful and lovely guy."
 April 2018,5,Lovely,Beautiful decor and amazing location in the Médina. Room was clean and well kept. Our host was extremely attentive and helpful. Rooftop breakfast was very good. Excellent communication to assist with smooth arrival.
 April 2018,5,Ideal riad stay in Rabat,"We had little more than half a day at the Riad Dar Soufa, arriving at 9 pm and leaving the next day at 12.30. But it was a thoroughly delightful stay, thanks to the gorgeous interior, special touches like the welcome tea + Moroccan biscuits, excellent breakfast, friendly staff, and first-class location in the medina. We stayed in the wonderful Chambre Zellige, which reputedly is the best in the riad. The decorations are superb, and it was super quiet. Admittedly, having the bathroom at the end of the room, separated by only a curtain that you pull across, is a little odd and far from private, but that was a small price to pay for the otherwise sumptuous surroundings. The riad is within easy walking distance of the main station and much else, including the interesting streets of…"
 April 2018,4,Quick stay,We stayed at this Riad for one night on the way to Chefchaouen. It was a great stop over as many of the Casablanca hotels weren’t the greatest. We felt that we were the only ones staying in this hotel. It’s quite private and quiet. It’s in the old Medina which is easy access to shops and restaurants. The lady who welcomed us was really nice and accommodating. Breakfast was large and filling. I gave it a 4 star because the bed in the morning had water on the sides when we woke up. Overall it was a good experience.
 March 2018,5,"Good location, perfect service and lovely styled Ryad.","We were welcomed with tea and Maroccan cakes by a very friendly lady. Our rooms were clean, lovely decorated and the beds very comfortable. The breakfast was served on the roof terrace. Breakfast was top! Too much for us to eat. We absolutely can recommend this Ryad and we were sorry that we only stayed one night. There is a lot to see in Rabat!"
 January 2018,5,"Nice, cozy, good service, good location",The accommodation is beyond expectation! It is pretty and clean. We are warmly welcomed. The breakfast is great. The wifi is fast. The location is good. Pretty near to the attractions. Highly recommend!
 January 2018,5,New and clean riad in a great position,The riad looks beautiful. It has been recently refurbished and it is very clean. The atrio is also very nice. The staff is very friendly. We got tea and a selection of biscuits as welcome. It is located in a strategic position on a side road to the main Street of the Medina full of shops and small restaurants. It is also not far from a few good parking spots outside the Medina. The breakfast is also very good including a good variety of fresh products. Probably the best riad I have seen in Morocco.
 December 2017,5,"A true gem, highly recommended","The riad is stylishly restored, with a clear Moroccan style, and the comfort you expect of a small boutique hotel. The bed was very comfortable, clean large bathroom with lots of hot water, and absolutely no noice disturbs you except for the faint calling from the minarets. The breakfast is served at the roof terrace and was the best we ever had in Morocco; fresh fruit (lots of it) pancakes, eggs, bread, homemade spreads, cake etc. Thank you very much to the sweet staff of Dar Soufa, and for all your helpful arrangement of driver etc."
 December 2017,5,Best and most authentic Riad around!,"This was my second time visiting, and it has as always been a sheer delight! The architecture is breathtaking, the food is mesmerizing, not to forget that the hostess, Fadwa is the sweetest person ever, helped us get to the Riad even late at night, and is always smiling and welcoming. Also, the rooms were very clean, and the place very safe. We had a very delicious breakfast, especially the msemen which was the best we ever had in our life! If you want to visit the city and be confortable it’s the place to be, no hesitation! Will come back for sure."
 October 2017,4,Excellent riad,"The entrance, in a narrow street, is terrible but once inside you forget it and it is a very nice and comfortable riad. Perfect location in the middle of the medina. Good service, nice rooms and excellent breakfast. What do you want more?"
 October 2017,1,Stranded at the Train Station!,"There are so many things that I did like about this place, including the location and the quaintness of the place, but I would not stay here again. First, I had confirmed multiple times that we would have a porter pick us up at the train station and take us to the Riad as we had only one night in Rabat and wanted to maximize our time exploring. I confirmed with the Riad twice before we left and provided them with our train times the night before. We arrived at 12PM and waited for the porter until 12:30PM. We called the Riad twice and they kept on telling us to wait for 5 more minutes until he came, but he never showed up. We had to walk to the Riad on our own since the medina does not allow cars to enter, with two people and six pieces of luggage. The walk was 10 minutes,…"
 October 2017,5,Outstanding riad in rabat,"Extremely clean and retro riad with only 4 rooms in Rabat. Very fast and strong WiFi, a rarity at other roads we have visited. Breakfast was extensive. Location was good, with easy access to train station and restaurants outside the Médina. Redb, the operator of the riad was very helpful and kind. It was an extremely unusual hot period in October when I visited and he was able to provide an extra fan for our room of 3. Unfortunately the website for the hotel shows the rooms have air conditioning which is simply not true. There is NO ac at this riad. Despite that, the positives far outweighed the negatives here and would recommend this riad."
 September 2017,5,Great start to our stay,"Our Riad booked our taxi for us to pick us up at the airport. the taxi driver was great, parked up and navigated us through the Medina to the Riad which we may have struggled to find on our own. We had such a warm welcome and provided with delicious mint tea and biscuits. The room was beautiful and well laid out with great artwork. It was very cosy and was everything we needed. The bed was extremely comfy. In the morning we ate breakfast on the terrace which was delicious. All in all the perfect start to our first trip to Morocco. We were very well looked after. I would definitely recommend this Riad, and wouldnt hesitate in returning. Thank you for a great stay."
 September 2017,5,Don't hesitate,"The riad is stunning, very decorative. The rooftop terrace give perfect opportunity to relax. A little bit pricey but you won't find cheaper accomodations on this level in Rabat. Very easy to get to. Big and tasty breakfast."
 June 2017,4,Good stay,"My first Riad stay and did not know what to expect. But overall a small and cosy place. The rooms were industrial chic and looked very instagram-able. However if you're travelling with friends or family, get a room with proper door that separates the bedroom rom the toilet. My room literally only had a metal cabinet in between the shower and the bed. Breakfast was good and the host was friendly."
 May 2017,5,"Stunning dar, great breakfast, amazing beds.","This dar is absolutely stunning - I would make a trip back to Rabat just to stay here again! We stayed in the zellij room, which was gorgeous, decorated with beautiful cut tiles. The beds are so. comfortable. Samira, who runs the day to day operations was a complete gem, super helpful and sweet, going out of her way to get tea and simple food for my dad, who got a bit of a bug. Breakfast on the terrace was AMAZING - an array of homemade breads & pastries, fresh fruit, cheeses, olives... heavenly. There is a sunny terrace - not particularly for the view, but lovely to read outside or get some sun. Close to the entrance to the medina (Rue Tajine) which makes the journey on foot relatively easy. They also organized a driver to the airport in Casablanca for us at a good rate which…"
 April 2017,5,Beautiful traditional riad,"Gorgeous individually decorated rooms overlooking the central courtyard. Beds are comfortable, and truthfully we didn't miss having a TV -- a day wandering around the medina can be exhausting, so we were happy to crash into bed after our evening meal. They do have free wifi. Breakfast on the terrace was outstanding."
 April 2017,5,Wonderful!,The room is very clean and quiet ! And Semira very kind lady. Welcome tea and sweets were fantastic !The breakfast was great!!. Thank you very much Semira ! 素晴らしかったです‼️女主人のスミラは優しいし食事は美味しかったです。ウェルカムドリンクのお菓子がゴージャスでした。
 April 2017,4,Great location in the middle of Medina.,"The location is perfect in the middle of Medina. Walkable to tram amd train station, also tourist sites. And there are also many famous restaurants around it. The breakfast at the terrace is so beautiful and delicious. The minuses are, there is no fridge and TV in the room so it's really boring at night."
 April 2017,5,Exceeded expectations!,"Wow! This Riad far exceeded our expectations. It is a cosy setup in the heart of the medina. The building design and finishes are authentic, yet top class. The hosts were extremely accommodating and always keen to assist. We were welcomed with mint tea and an array of snacks on the terrace. We enjoyed them while watching the sunset and listening to the ""call to prayer"". The breakfast is plentiful and very tasty. The room we stayed in was tastefully decorated, with a very comfortable bed. This is a beautiful and quiet haven, In amongst the hustle and bustle of the medina. All in all we would highly recommend this Riad to anyone traveling to Rabat."
 January 2017,5,Great find in beautiful Rabat,"Situated in the heart of the medina this Riad was decorated beautifully and was a welcome stay for us on a ""morocco by train"" tour. I recommend taking breakfast on the terrace. The staff were very friendly too. Rabat is my favourite city so far. We've also been in Marrakesh and Casablanca ."
 January 2017,5,Beautiful riad in the medina of Rabat,"Wonderfully located riad. Nicely renovated, beautifully decorated. The service is good, though there was some confusion over staying a second night. Breakfast is nice but access is a bit of a struggle. We would come back at any time!"
 January 2017,5,A lovely family B&B in the heart of old Medina,"We stayed for just one night in this small quaint hotel with basic, but modern facilities in January 2017. The downside was that cars and taxis could not come to the hotel doors as it is in the pedestrian zone. As soon as we booked this hotel online, the hotel sent us clear information on this aspect and requested us to get in touch once we reached Rabat so that they could guide us. Our taxi dropped us at the entrance of the old medina market and rang the hotel. The lady receptionist Fedwa requested us to wait there , within three minutes came to meet us and escorted us to the hotel. As long as your baggage has canisters, this short walk of two/three minutes is no strain. The lobby was decorated with minimal artefacts and was saviours, bright and airy. We were put in a room on…"
 December 2016,5,A very pleasant stay in a beautiful Riad with abundance of character,"I initially booked three nights at this beautiful Riad but then extended for additional two nights. The location is great, in the hub of Median which makes easy walking distance to all the sightseeing. I was so welcomed and looked after by all the staff at this Riad, nothing I say will be enough for the hospitality, generosity, friendly and warm stay that I had. No request was too much or burdensome, the staff were there to facilitate all my needs and more. I felt like I was at home and in awe of the decoration of the Riad, such beautifully and tastefully carried out. Without a doubt if I am back at Rabat this is the place I will be staying and recommending it to all my friends. Thank you so much for making my stay such a pleasant experience."
 November 2016,5,"Beautiful riad, happy stay","This is a beautifully restored riad in the old medina, and a lovely place to stay. Benoit is a charming and very helpful host and his love for the riad is infectious. Our room was beautifully furnished - the curtain for the bathroom was unusual but we soon got used to that! We were welcomed with mint tea and delicious pastries and breakfast on the roof everyday was a feast, with fresh, homemade yogurt and Moroccan pastries and bread, eggs and lots of coffee. We couldn't have stayed in a nicer place."
 October 2016,5,Magnificent quiet riad,"We stayed her with our family of 5 (kids age 11,9 and 7). Benoit the owner was just wonderful and super supportive in every way. The riad is small but very tastefully and spacious rooms! Would definitely Stay again. Pro - Benoit the very helpful owner - One of the cleanest riad we have seen - Very lush and complete breakfest - Not to expensive casablanca airport transfer for our family of five. Con's - I can think of none. Would definitely stay here again when visiting rabat"
 October 2016,5,Only four rooms with excellent service,"Benoit made our stay comfortable and informative in this 150 yr old renovated Riad within the medina. He arranged a driver to pick us up at Casablanca airport and had us delivered to the front door down a clean alley. The breakfast with fruits, coffee, yogurt, eggs, warm breads and pastries and creams was amazing. It changed on the second day. The bedroom was excellent, stylish and quiet"
 October 2016,5,Amazing,"The location of the Riad is fantastic with 15 mins walking distance from the train station. Benoit is really nice and helpful. The room is spacious, cosy and most important, clean! A sitting The breakfast is really nice. I am sure I will back to this riad if I visit Rabat again!"
 October 2016,5,If you are going to Rabat you couldn't stay in a better place,The location of the Riad is fantastic. Easy walking distance from the train station and inside the medina but up a quite alley way. Benoit and his mum are very welcoming and helpful hosts. Their breakfast was generous and fresh. Our room was very funky and comfortable. As non smokers being on the top floor was an advantage.
 September 2016,5,Beautiful dar centrally located with wonderful host,"Riad Dar Soufa is a beautifully restored dar located right in the medina. It is close the train station, the kasbah and many other Rabat sights.The room was wonderful and very comfortable. The host, Benoit, was friendly and extremely helpful, explaining to us how to get around and the best way to visit various sites. We only stayed at this guesthouse one night, but wished we could have stayed longer."
 September 2016,5,Couldnt make a better choice of Riad in Rabat!!,"Benoit is the best host and made our first experience in Morocco as enjoyable as it can be. Although he perplexed the room allocation which he informed me a few days beforehand I was so glad we sticked to this Riad. Very helpful, talkative, gave us guidance for the city and where to go, totally friendly. The Riad itseld is beautiful, in a great location, perfectly clean and tidy. The breakfast is epic! Warm, fresh bread and a variety of things to start the day full. I really hope one day i end up visiting Rabat again and to stay at Riad Dar Soufa again!"
 August 2016,5,Every Reason To Stay,"There is every reason to stay at Dar Soufa. The proprietor, Benoit, is always available in person and by email to answer your zillions of questions, arrange transfer to and from the airport, and give suggestions for restaurants and stuff to see. Upon our arrival we were greeted warmly and generously, with an already-AC-cooled room, a bottle of chilled water and some local pastries. When we settled in, Benoit treated us to mint tea, apricots and dates. The rooms are stunning, with carved arches above the beds, high wooden ceilings, mosaic inlays on the walls and oversized wooden entry doors. The riad is impeccably clean and well maintained. Make sure not to miss the breakfast on the roof terrace, it is sumptuous and endlessly ample: every imaginable bread, spreads, fruits, home…"
 July 2016,5,Wonderful little Riad,"Benoit was a great host. The breakfast was delicious. In fact it was one of the best in our week long trip. Great location. Benoit was very helpful with a dinner recommendation. Overall, we loved out stay."
 April 2016,5,Deserves the No. 1 Rating,"This was my first riad experience and it was so great that I decided I will not stay anywhere but a riad for the rest of my vacation. I was only there for a day but the owner Benoit made my stay very pleasant. Very helpful with his suggestions about the city and very good in the kitchen! The breakfast at Riad Dar Soufa was undoubtedly the best I had anywhere during my stay in Morocco. I will try and include a photograph of the spread as well. The room was beautiful and was a very authentic Moroccan riad experience. The layout and the furnishings were very traditional and was a good start to the trip, made me look forward to the rest of my riad stays."
 May 2016,5,One Charming Riad and One Charming Host!,"We had an amazing one night stay at this Riad, all thanks to the incredible kindness of our host, Benoit. The Riad is within the Medina, walking distance from local shops and restaurants. It is a charming place with clean and spacious rooms. Even though we had originally had booked two rooms that could sleep 5 adults, Benoit kindly offered us an additional room at no cost. His breakfast at the rooftop is an experience on its own as he sets the table with such care. We could not have asked for a better place or a better host for our stay in Riad. Immensely thankful for the memories made."
 May 2016,5,"Beautiful riad, great host, delicious breakfast",This riad was one of our favourites when traveling in Morocco. We had a second-floor room and enjoyed the view from rooftop terrace. Our host was really helpful and even gave us a map with local sights. The breakfast was the best we had in Morocco.
 March 2016,5,Enjoyable & Stress-free Stay!,"Riad Dar Soufa was a wonderfully relaxing place to stay. The Riad's renovation was based on traditional Moroccan designs, but included all the expected modern features and contemporary furnishings. But what our group of six travelers liked most about our stay was the host. Benoit was personable and passionate about making sure our visit was enjoyable. The roof top breakfast was always delicious & visually appealing. During one breakfast a preserved lemon jam was served. I mentioned to Benoit how much I liked the jam. At the next morning's breakfast Benoit gave me two jars of the jam, free of charge. That kind of attention to detail was a big part that made this a great stay."
 April 2016,5,Absolutely Beautiful,"Benoit was incredibly nice and welcoming. You can tell this riad is his passion, and he was happy to explain all the details of his renovations. The breakfast was wonderful, served on the beautiful rooftop terrace--delicious moroccan pancakes, pastries, jams, coffee, homemade yogurt, fresh squeezed juice. Absolutely perfect. It was nice to finally relax at the end of our trip on the chaise lounges late in the afternoon. Easy walk from there to sea wall. He also arranged private taxi to the airport from his riad (60 dirhams, about 2 hours)--so a great alternative to Casablanca. There is also a less expensive train to the airport."
 April 2016,5,"A lovely, intimate gem","This is a lovely, intimate gem of a riad located right off the main street of the small medina in Rabat. Benoit, the owner, spent 2 years rebuilding it, and he has done an exquisite job. Benoit is also knowledgeable, charming, and was as helpful to us as he could have been, arranging a second night at a different riad for us as Dar Soufa was full the second night. And the Dar Soufa breakfasts were the best we encountered among 9 places we stayed: delicious locally-made yogurt, great French pastries, fresh orange juice, mounds of fresh strawberries, and good coffee. A find!"
 April 2016,5,An Unforgettable Stay,"Spent our first night in Morocco here and it was a perfect welcome to the country. I was travelling with my parents and relatives and they really enjoyed this riad. It was quite an experience having to walk through the medina (which was not as overwhleming as the ones in Fes and Marrakech) to this wonderful riad. Beautiful rooms and patio. The excellent breakfast on the rooftop terrace was divine!! The gracious host helped and gave us pointers on touring the city. He arranged for a taxi to meet us at the airport (same price as haggling on the street, that is if you can get it that low, and with a sign waiting for us). Had an issue with an airline and he did his best to help us as much as he could to resolve the issue. My only regret was we only stayed there for one night."
 March 2016,5,Great riad well placed in the Rabat Medina,"This is a wonderful riad conveniently located in the relatively small Medina of Rabat. While we were there, the alleyway leading to the front door was being excavated for new drainage pipes, but it was fixed by the time we left. The owner, Benoit was really great in making sure that all our luggage was safely transported from the parking area to the riad. He also helped us arrange the parking. The riad is absolutely beautiful and wonderfully restored. We stayed in the Zellij Room, named after the tiled walls and while probably the prettiest of the rooms, rooftop activity over the room was noticeable at different times of day. Nothing really disturbing, but the other rooms may be quieter. The breakfast, very typical of Morocco, was fresh, ample and delicious. It could be…"
 March 2016,5,Agree with all previous ratings and comments,"Nicest stay in our 10 night holiday in Morocco. Would definitely recommend it. Owner is very nice and helpful, rooms are great, so was breakfast. We received some nice tips for our visit in both Rabat and the rest of our journey."
 January 2016,5,Possibly Our Favorite Place We Have Ever Stayed,"Riad Dar Soufa is a magical step into another world. The beautiful rooms and inner courtyard, the perfect Moroccan hospitality, and overall peacefulness and charm combine to make Dar Soufa the perfect respite for weary travelers. It's accommodations like this that help transform a trip into an unforgettable experience. My wife and I recommend Riad Dar Soufa without reservation."
 January 2016,5,The place to stay in Rabat!,"Really great Riad in a great city. This place was our introduction to Morocco, Rabat and Riads; so glad we choose this place. It is an amazing boutique hotel at a very reasonable price. The best breakfast we had in Morocco, hands down. The real gem of this place is the owner, Benoit, not only did he help me out getting a cell phone for our month trip, he set it up for us!"
 January 2016,4,its nice but only for one night,"to get to this b&b you have to search for it through the chaotic medina,. we must´ve asked about 8 people til we eventually found it down a dark alley. on entereing 1st impressions were good. but after that it went slowly downhill. the room was a litlle strange resembled a museum than a hotel room, uncomfortable shower area with wc seperated by a thin curtain, i ask you."
 December 2015,5,What a beautiful place!,This is one of the most beautiful places I have ever stayed in! What a surprise when you open the door .We were so glad we added Rabat and Riad dar Soufa last minute. We arrived and we were warmly greeted by the owner and designer Benoit. My daughter was sick and he was extremely helpful making sure we could go to the room right away. We also extended our stay another day and He accommodated us in another room on the roof deck. He advised us to call with his phone the other Riad in Chefchaouen to postpone our arrival. The place was gorgeous. I wish I could live there. It was a perfect combination of modern and classic. More beautiful than any picture. It was perfect for us to be able to sit and relax in the salons near our room and go on wifi while our daughter rested. We left…
 December 2015,5,Great way to kick off our travels!,"My husband and I loved our stay at Riad Dar Soufa!! Absolutely recommended if you are staying in Rabat: * I contacted Benoit prior to our stay and he was always prompt with responding and with helpful answers * Benoit made sure to be available for our arrival at Riad Dar Soufa even when we were incredibly delayed from our flight from Casablanca. He also provided great detailed instructions on how to get to Riad Dar Soufa - we got in late at night and had to navigate the medina in the dark by foot but were able to get to the riad with no issues from the train station. The location can't be beat, easy to navigate to various things during our stay and was safe even when late at night. * We were leaving for Chefchaouen shortly after and Benoit kindly purchased our bus tickets in…"
 December 2015,4,Tranquil oasis in Rabat's busy Medina,"This is a well renovated Riad just off a busy thoroughfare of the bustling Medina. (Beware - the Medina is a living, breathing creature and not sanitised for tourists!). Facilities are basic (don't look for a TV or coffee maker - but I think that applies to most Riads) although wifi is good. The French owner is friendly, attentive and helpful."
 December 2015,5,"Charming, peaceful and lovely staff","Absolutely amazing riad at medina's heart. From this place you can go by walk to all touristic and interesting places in Rabat. The room was clean, spacious and very light. The style is a mixture of classic and modern riad, with many details carefully selected for your comfort. The breakfast is marvellous. They serve it at roof terrace and it comes with drinks, fruit, yogurt and selection of bread and jams. The person who was in charge at our stay was Benoit. He was very kind, helpful and friendly. You can trust him all your inquiries. It seems a good place if you want to explore Rabat or just to stay and relax. Very good value for money and definitely I would come back to stay here."
 December 2015,5,The most beautiful riad I've ever stayed,"This riad is simply perfect. The location is ideal and the delicate decoration makes you feels like you are in a 5* hotel. Benoir is very kind and always attentive, giving tips about everything, even for another cities.we had the breakfast included and we had it in the terrace with a wide range of different breads and jams, fruits, coffee and yogurt. I have already recommended to my family and undoubtely I will come back."
 October 2015,5,Perfect riad,"Had an amazing stay in this very stylish Moroccan riad. The breakfast selection was delicious; a lot of effort had obviously gone into sourcing the best ingredients for for example the olives, honey and the cheese, which were delicious. The owner, Benoir, was very friendly and gave us great advice on where to eat and sight see. Had a very comfortable and enjoyable stay here and will definitely return. Great attention to detail, highly recommended."
 October 2015,5,3nights....,"If I only could have more days off.. I would love to go back to Rabat!... and one more thing: it would definitely be the lovely Riad. Wow..such an amazing place, I was so glad I had chosen the place :).. fantastic stay, great wifi Got lost on the way to the guest house. But it was totally worth it. Absolutely amazing and delicious breakfast, yummy:) Would come back next year:)"
 October 2015,5,Best riad!,"The basics can be taken for granted here; the small touches are great (e.g. delicious almond biscuits with the mint tea); the modern design connects with the traditional in a totally satisfying way. And the wifi was a dream! Top marks, and for us a fantastic end to a brilliant holiday."
 October 2015,5,The Right Spot in Rabat,"This was a perfect spot to begin our Moroccan vaction. The riad was spotless,cozy & charming. Our room was the perfect temperature. It was air condtioned and the lighting was great.The breakfast was delicious. It is in a convienient location inside the medina. Benoit recommended a fabulous restaurant within walking distance. Keep in mind that the bathroom is seperated from the room by a curtain and there are stairs to reach the rooms. Neither of those features detracted from this property."
 September 2015,5,Fabulous place and ownership,"This riad is an incredible place to stay. We arrived very late and Benoit set up airport transport that was waiting for us and walked us through the confusing streets of medina to the riad. The riad and room were spotless, breakfast was fantastic and Benoit was helpful with every detail from the best places to eat and visit to helping us contact the airline and checking on our lost luggage. The rooftop is an great place to relax in the afternoon as is the reading room. I recommend this riad to anyone visiting Rabat."
 September 2015,5,Fantastic place in Rabat!,"Benoit couldn't have been more helpful, which is worth a lot in confusing surroundings! He booked us a taxi that knew the riad and came to greet us at the airport. Amazingly clean and what a breakfast on the roof top, felt like 5*! Great tips for exploring the city and beyond too, thank you!"
 June 2015,5,Beautiful Dar,May 2015 the Dar is very clean and have a beautiful unique and relaxing decoration the location is in good spot inside the old city of rabat. You can go around the city by walking the owner benoit is very helpful and kind french man. Their breakfast was the best we had in our morocco tour . Lovely experience at the dar soufa. I hope to go again.
 May 2015,5,Best place to stay in Rabat,"Can't imagine better place to stay in Rabat. We stayed in top floor room and it was beautiful. Everything was nice and clean, Bed was comfortable and big enough for a 2m tall man. There was no things to complain about. Highly recommend this place."
